UUID,Categoria,Ragione Sociale,Indirizzo,Sito,e-mail,Telefono,Facebook ID,Facebook URL,Google Place URL,Google Place ID,Latitude,Longitude,Categoria catastale
c8037cc9-75cf-4366-8dd1-72a29e6084a3,"",BAESSE MARIO,VIA STURZO DON LUIGI,http://www.elettricabm.it,info@elettricabm.it,362628921,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
886ad5d2-5cd8-484c-a77b-e74edcfe771f,"",EUROCRISTALLI SRL,VIA DEGLI ARTIGIANI,,,0362 331226,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
a5545613-7eb7-4e9d-9d34-1ecf68f5a965,"",FOTO BARBAFIERA SNC DI BARBAFIERA C,VIA GRANDI,,,0362 301874,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
f48c2958-9920-4830-93a8-7320d50c4cb1,"",EDILPAINT SRL,VIA DEGLI ARTIGIANI,http://www.edilpaint.it,,0362 621674,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
a328403a-8db8-469a-b6b9-8b25d7565142,"",RO.CLEAN.GROUP SRL CON SOCIO UNICO IN FALLIMENTO,VIA EINSTEIN,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
b0178c72-45e3-4d8c-907c-8dcf3e658638,"",DE MACAR SERVICE S.N.C. DI DE MARCHI ROBERTO & C.,VIA DEGLI ARTIGIANI,http://demacarservice.it,info@demacardesio.it,0362 303186,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
3d46c82b-2d22-4583-a7f9-a2fee5af16a8,"",F.LLI SEGLIANI CARROZZERIA,VIA MONSELICE,http://www.carrozzeriasegliani.com,info@carrozzeriasegliani.com,0362 300751,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
b3569e82-65a2-4d47-bc77-b3baf31242f1,"",ARIENTI ANGELO ANTONIO,VIA DEGLI ARTIGIANI,,,036 2627268,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
94408c10-2d70-4d23-8519-4669c6a8f180,"",ATORINO RAFFAELE,VIA PALLAVICINI,,,0362623785,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
98b967c1-3b2a-47e7-8d8d-3b81e1333e13,"",BELLUSCHI GAETANINA,VIA LAMPUGNANI,,,,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
fbd37f98-6ef4-43ac-9be2-55c8a5e08a75,"",GHIONI GIOVANNI,VIA ORTIGARA,,,0362 307683,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
c822e453-fbc4-4919-b6e5-95babcfbfada,"",PUGLISI LEONARDO,VIALE DELL'INDUSTRIA,,,0362 622449,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
6e246fb5-f439-4fb4-b8e4-b6a82a66f2ce,"",OFFICINA AUTORIPARAZIONI  STUCCHI ENRICO,VIA TRIPOLI,,,0362 623735,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
13939d03-cee4-4926-9f52-87769df01354,"",CARROZZERIA DI FACCIOLO GIUSEPPE,VIA LEONCAVALLO,,,0362 623735,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
676d4660-816e-4d56-8cfe-8a1fdd4a468e,"",CASTELLUCCIA F.LLI SNC,VIA SERAO,,,362622722,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
aa6fb697-b0c8-414d-b2fc-03fc1d9acc30,"",POZZOLI RENZO & C. SNC,VIA MILANO,http://pozzolirenzoec.wix.com,rpozzoli@tiscali.it,0362 622156,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
60438c81-62e2-416f-98cd-770d7801c462,"",G.V. CAR DI GIANGRECO VINCENZO,VIA BOZZI A.,,info@carrozzerieconvenzionate.it,362302518,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
36abc3e6-d9a1-48e1-9f4e-576cad017619,"",PISTILLO LUIGI SRL,VIA DEGLI ARTIGIANI,,,0362 631489,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
fea9d830-ce1a-49b0-a75b-a70f5916d712,"",NEGOZIO DI PNEUMATICI DI BRUGORA MARCO,VIA MILANO,http://www.brugoragomme.it,info@brugoragomme.it,0362 621193,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
63e29323-2655-4d38-8273-d5cb7f8d2b96,"",OFFICINA DI AUTORIPARAZIONI DI BUZZI PAOLO,VIA PARINI,,,0362 621688,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
5dd737f8-931d-428d-840f-d9dd9509b1f7,"",D.D.M. AUTOFFICINA SNC DI MARIANI DIEGO E DUGNANI GABRIELE,VIA SAN MARTINO,http://www.ddmautofficina.it,ddm-autofficina@alice.it,0362 622645,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
6b4c0fd5-8d6c-428e-9b4e-9a3964a43ab3,"",BIELLA ALBERTO,VIALE SABOTINO,,,0362 334048,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
982a8781-cb70-4b4d-9521-e25c9ecb879e,"",EUROGLASS SRL,VIA DEGLI ARTIGIANI,http://www.spigarelliservice.it,massimo@spigarelliservice.it,0362 626144,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
b3a54679-0e92-4c6f-bcdf-8bcb9230a047,"",SPIGARELLI SNC,VIA DEGLI ARTIGIANI,,,0362 622301,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
91fd9fa7-b138-4058-bd47-51d745161f44,"",CARROZZERIA SEVENTY GARAGE SNC,VIA STURZO DON LUIGI,http://www.f-s-c.it,info@f-s-c.it,382620999,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
308172ca-e7f0-493f-96cb-b4b149fb548e,"",REAL CAR S.R.L.,VIA NUOVA VALASSINA,,,0362 1970667,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
32354f3d-b3cb-4b57-8238-dea3ed6fb732,"",G. GLASS SRL,VIA GARIBALDI,,cardin.officina@gmail.com,03621780363,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
d878e5bd-a98d-4900-a079-cfba7ec1ae7c,"",CARDIN S.R.L.,VIA FORLANINI,http://www.trecgomma.it,,0363 02717,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
8f46913e-04f5-495e-80d4-3844f7506e25,"",TRE C SNC DI CECCONELLO E. & C.,VIA VILLORESI,http://www.feston.it, info@feston.it,0362 628391,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
faac8d53-9277-4771-b619-c4602e09d6d0,"",FESTON SNC,VIA STURZO DON LUIGI,http://www.gegasrl.it,,0362 304126,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
8fb03ff5-c5ad-42a4-8255-c9b388a97efe,"",G.E.G.A. SRL,VIA BOZZI A.,,,362306667,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
bdbe0d6f-71a2-4cd8-8516-5fc8e7e16f5d,"",VALTORTA DECOR SAS DI RE,VIA LAVORATORI AUTOBIAN,http://www.tcelettronica.it, info@tcelettronica.it,0362 308799,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
18e6d976-033f-451a-baba-3648bbff67be,"",TC ELETTRONICA SRL,VIA ROSSINI,,,0362 625325,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
dbba32f6-17c5-4498-92ab-0ffef2a29259,"",GAIANI F.LLI S.N.C.,VIA MILANO,www.elenchitelefonici.it,elenchitelefonici@elenchitelefonici.it,0362623795,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
4e44597e-ecd0-4093-bb03-d201dbac9d4d,"",LUMIA MICHELE,VIA DUE PALME,,,362622190,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
0b57d262-ff80-4465-9624-ac5646c150ce,"",EREDI DI MANZOTTI ENZO,VIA PER CESANO,,,0362 624035,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
86319027-30bd-4e41-89cf-934d9bef0504,"",TUBI DI ACCIAIO RAMPI ROBERTO,VIA FILIPPO DA DESIO,http://www.bizerba.com/it,info@bizerba.it,0362 6141,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
fae994f9-18e1-401d-937e-80673194fac1,"",BIZERBA SPA,VIA AGNESI,,,362620124,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
ea8439c0-2ad8-4054-9f1b-9412d2203789,"",C.M. SRL,VIA DEGLI ARTIGIANI,http://www.cmdgrigliati.it,,0362 308939,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
f192ae9f-5cff-4780-995b-6723123ddd1e,"",C.M.D. SRL,VIA NOVATI,http://www.fgmtornerie.it,info@fgmtornerie.it,0362 626055,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
1438f397-512b-490a-99e2-259453e2c877,"",F.G.M. TORNERIE SRL,VIA DEGLI ARTIGIANI,http://www.ficed.it,info@ficed.it,0362 623693,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
11b0e2eb-fc91-4676-ae1b-f7d572b25ded,"",FICED DI MOTTA & MORGANTI,VIA FERRARI,,,0362308895,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
5d27f3a5-25f2-415e-a206-4af72e2e87dd,"",ITALSAGOME DI BRENNA EMILIO E CLAUDIO S. A. S.,VIA ROSSINI,http://www.scef.it,,0362 308974,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
aed0beb4-80b0-4b6a-b23a-e2bb83f1d04b,"",S.C.E.F. SPA,VIA DEL COMMERCIO,,,362621663,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
ad3c7635-74ad-4e95-ac27-20a76ca45eb7,"",MASOLO CARLO & C. SAS DI MASOLO UMBERTO,VIA MILANO,http://www.monguzzi.com,monguzzi@monguzzi.com,0362 625151,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
8743586a-e57e-41fa-b418-fdf30c4e4c94,"",MONGUZZI & C. SNC DEI F.LLI MONGUZZI SNC,VIA MONTE SANTO,,,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
7351ede3-14d4-4df1-813c-817c6ea309d8,"",OFFICINE -DELTA- SRL,VIA MASCAGNI,http://www.otipresse.it,,0362 308958,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
3df5caf5-6f8d-474a-8033-0990df0f62bd,"",O.T.I. SRL,VIA LEONCAVALLO,http://www.scobalit.it,scobalit@scobalit.it,0362 622001,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
767532d2-9df6-4a75-86bf-4b4f7a9ca8b7,"",SCOBALIT ITALIA SRL,VIA AGNESI,http://www.scsdesio.it,info@scsdesio.it,0362 301851,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
b6620939-9ebb-4e21-b794-99ab26aecea6,"",SECURITY COMMERCIAL SYSTEM SRL,VIA BRENNERO,http://www.somecagroup.it,amministrazione@somecagroup.it,362301585,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
8ef65675-a884-4fbd-a470-2e711ad0d3da,"",SOMECA SRL,VIA MAESTRI DEL LAVORO,,,362627188,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
897f074e-6ff6-40be-833e-72eaf097d710,"",F.LLI ZECCHIN SRL,VIA NIZZA,http://www.sts-acoustics.com,,0362 3941,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
a4f82773-d428-4164-a026-2f711374ff8c,"",STS ACOUSTICS SPA,VIA AGNESI,http://www.lubropress.it,info@lubropress.it,0362 628642,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
e1a45db8-4b40-422e-9c11-f9493d0fa1b6,"",LUBROPRESS SRL,VIA BOZZI A.,,,362308968,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
5c98128d-dbc5-48a8-8051-89d4b6ff08ab,"",PIEFFEMME SRL,VIA ROSSINI,http://www.manutecsrl.it,,0362 301149,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
7898ff4e-20e2-4d72-92dd-bda11262f501,"",MANUTEC S.R.L.,VIA BOZZI A.,,,0362 306283,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
f6376c9d-ac37-453d-ab07-2138e68c3f2e,"",SACCHETTIFICIO LUIGI LISSONI SPA,VIA MAESTRI DEL LAVORO,,,0362 622621,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
4cc93ecc-efc0-4087-9ba6-28691d9ecfd9,"",MOTORI GENERATORI RICAMBI S.RL.,VIA MILANO,,,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
b7d976b2-4041-47ed-b998-0a87a63dd3fb,"",MASOLO ANGELO & FIGLIO DI MASOLO G IORGIO P C,VIA MANZONI,,,362337027,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
bafd87d1-ff6f-4954-b9b2-fc810b1f3fc3,"",SIMM SRL,VIA DEGLI ARTIGIANI,,,0362 630872,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
1813c560-2f66-4c42-9010-c981ebe1e301,"",ELETTRONICA PER LUCE SRL,VIA CARAVAGGIO,http://www.p2passarella.it,contatti@p2passarella.it,0362 301956,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
93aea153-0ae7-4b62-81ab-e8265c08c39a,"",P2 PASSARELLA SRL,VIA MASCAGNI,,,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
612d0027-1203-4384-b3e6-89d4e267f6bc,"",GRUTTAD'AURIA LUIGI,VIA CAVALIERI DI VITTORIO VENETO,http://www.beabrianza.it,segreteria.generale@beabrianza.it,0362 391303,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
577373f8-0ff8-412b-9a9a-db4c15a24c61,"",BRIANZA ENERGIA AMBIENTE SPA - B.E .A. SPA,VIA AGNESI,,,0362 626714,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
9ae15220-80b4-40b1-81fa-bf524530c0d3,"",FROMM DI FABIO PONTI & C. SNC,VIA LAVORATORI AUTOBIAN,http://www.pecproducts.it,info@pecproducts.it,0362 302423,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
7da27975-dbbb-454e-94df-eef1127cab82,"",P. & C. PRODUCTS SRL,VIA MOLINARA,,,0362 337919,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
0e41bf69-8604-4c1f-81db-dcb0504ebf85,"",FOAMDROP S.A.S.,VIA NOVATI,http://www.eurosfera.it,,0362 306813,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
974ae7da-286d-43a1-9824-6f4d68578101,"",EUROSFERA S.R.L.,VIA NOVATI,http://www.nfsalotti.it,,0362 622740,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
8a080832-73e9-4f75-a72c-9b724fded4a1,"",NEGRETTI & FUMAGALLI S.N.C.,VIA LAVORATORI AUTOBIAN,,,362306922,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
be740f98-b7e6-4fb7-ba71-9f5fb4edd936,"",MAR.CO. S.R.L.,VIA AGNESI,http://www.mar-co.it/,info@mar-co.it,0 362 30 69 22,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
3543795d-e9c8-4388-966c-b20ef5b4c705,"",GM SRL OIL & GAS MACHINERY,VIA ROSSINI,http://www.gmoil-gasmachinery.it,info@gmoil-gasmachinery.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
96f73716-5639-492a-9693-3a3a725a7c5c,"",LA MECCANICA FUMAGALLI SRL,VIA LAVORATORI AUTOBIAN,http://www.tempco.it,info@tempco.it,0362 300830,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
dbecdbe1-57c1-423f-96fa-e8d99cd535e4,"",TEMPCO SRL,VIA LAVORATORI AUTOBIAN,,,362305195,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
3e85b5f9-b4f9-44af-8cf2-da6426fbd297,"",FABERTEC SRL,VIA LAVORATORI AUTOBIAN,,,0362 628854,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
63b7e468-55b8-452a-b74c-59127cf79543,"",ZERO+4 S.R.L.,VIA LAVORATORI AUTOBIAN,http://www.mauri-costruzioni.it,info@mauri-costruzioni.it,0362 628933,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
af5f90fd-7ca4-4626-880d-f63924095d4f,"",MAURI ZAVERIO DI MAURI ALBINO E C. S.A.S.,VIALE DELL'INDUSTRIA,,,0362 638156,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
aa423599-e239-46c1-b9d2-cfe2019c62d7,"",H.T. PROJECT SRL,VIA LAVORATORI AUTOBIAN,,,0362 629966,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
51f7a362-2237-4e74-9085-b64d7e97bd21,"",ICAM S.R.L.,VIA OSLAVIA,,,0362 303274,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
e77328f9-08bc-4546-913e-b20d9739887b,"",EUROFIBRE SRL,VIA LEONCAVALLO,,,0362 638883,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
6a30f14d-6925-4681-9739-ad7c4a12a93d,"",D.R.E.A. SNC DI PITERA' DANIELE E C.,VIA CARAVAGGIO,,,"0362306930 
","","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
e718818b-c179-4697-b65b-e394c133e6c1,"",SILMAB SAS,VIA LAVORATORI AUTOBIAN,,,0362 300452,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
b59dce67-3f7d-4674-b0f3-5af6078f5425,"",FINCO ARMANDO,VIA ROSSINI,,,3621722210,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
b12a9cc2-c04e-43c3-acb6-92801f648458,"",FARCAM S.R.L.,VIA LAVORATORI AUTOBIAN,,,0362300399 ,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
cd98d220-d358-4adb-858c-da617adade14,"",PROLAN S.R.L.,VIA OSLAVIA,,,0362 621841,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
e843deaf-dad9-43f3-9da2-4745e8c14664,"",LINEA DESIGN SRL,VIA LEONCAVALLO,,,0362 638767,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
49a25e25-2e22-4510-9e9c-8f711b2c9d3a,"",ARTI GRAFICHE TURATI S.R.L.,VIA LAVORATORI AUTOBIAN,http://www.dialta.it, info@dialta.it,0362 304389,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
cfcdf7c4-f99d-4d4d-9e6a-6c2a609b7d65,"",DIALTA SRL,VIA VICINALE DEI PRATI,,,362306866,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
ab742b55-709c-4886-96db-7f65c11f1e8c,"",SISFER SRL,VIA VICINALE PER MUGGIO',http://www.stealthlight.it,info@stealthlight.it,0362 308182,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
e528d959-579a-423a-bad6-0631314edca6,"",STEALTH LIGHT S.R.L,VIA LAVORATORI AUTOBIAN,https://www.infinitymotion.com,,0362 992018,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
6c3b1f63-6c2a-4efb-a283-5cebe1b057ec,"",INFINITY MOTION SRL,VIA LAVORATORI AUTOBIAN,,,362301824,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
4c689856-cb37-49e2-aa5e-d0aa37f914d1,"",STI ITALIA SRL,VIA DELLE ROSE,http://www.pentacolor.eu,info@pentacolor.eu,0362 30911,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
ae979b6c-70d3-400b-9d3d-3f4872915b74,"",PENTACOLOR SRL FOTOLITO,VIA LAVORATORI AUTOBIAN,,,362627226,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
2ead6290-5b28-42f0-898f-19049ba3cb71,"",TORNERIA MECCANICA DI VARE' DARIO,VIA IV NOVEMBRE,http://www.acquari-malberti.com,,0362 620732,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
1e3e9abe-9868-495a-a463-8d9a21530530,"",ACQUARI MALBERTI SNC DI MALBERTI P .,VIA SERAO,,,0362 627113,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
33512922-b3a0-4889-bfc1-c402f2196582,"",TERRANI OFFICINA MECCANICA SAS,VIA IV NOVEMBRE,,,0362 624575,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
9a033197-83ec-4c52-bfa3-3957d4035fdc,"",FERLITO ROBERTO FRANCESCO,VIA DUE PALME,,,0362 301289,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
b30bc100-d4b7-4ccb-86e9-a25ac3db08f6,"",FIGINI ROBERTO,VIA BOZZI A.,,,0362 301289,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
a9e01d45-94c5-411e-9109-66ed459577cd,"",MANZOTTI PAOLO MARIO,VIA CARCANO,,,0362623126 - 0362622367,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
558e1aa1-30ae-4aab-b249-af0f7bbd1980,"",MARIANI AMBROGIO E FABIO SNC,VIA DUE PALME,,,0362 623126,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
d2438f42-9218-4d48-a8d4-036620f8d5b9,"",PALEARI ERMINIO BATTISTA,VIA MONTE ROSA,,,0362 627059,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
b50076b0-7629-429f-b49c-e894610ca0b3,"",FALEGNAMERIA DI PANCOT ROBERTO,VIA DE SANTIS,,,0362 623269,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
28ccbb0d-1951-4eee-a79d-0b65c6b11902,"",SERRAMENTI E INFISSI PIGAZZI TIZIANO,VIA STURZO DON LUIGI,,,362300785,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
b6461492-bc16-40da-8923-f0aac54eae1b,"",SUARDI LEONE GERARDO,VIA LUCINICO,,,0362 300084,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
64bfbf8f-360f-4f0e-bfa2-9bc9cf335354,"",C.F.S. SNC DI FILLETI EDOARDO & ZIENNA TERESA,VIA STURZO DON LUIGI,,,0362 627418,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
b6b028f0-3a60-4d8d-95f3-6ecd600653e4,"",EREDI FISCALETTI DI GROTTOLI & C.,PIAZZA GIOTTO,,,362620737,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
558a51d4-a865-4d21-bc96-9017207e5ebf,"",L.A.T.I. DI TOMMASI LUCIANO E C. SN,VIA DEGLI ARTIGIANI,,,0362629871 - 03621790900,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
5eddaaba-2971-4582-aad7-8661c25082e0,"",METALPLAY DI DUZZI F.& C. SNC,VIA DEGLI ARTIGIANI,,,0362 626263,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
3083f0db-e723-4de1-b4f2-7d39b5795d0f,"",OFFICINA MECCANICA CERVELLIN,VIA STURZO DON LUIGI,http://www.pirolainox.it,pirolainox@tin.it ,0362 621108,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
